Unnamed: 0.1,target_id,item_id,datetime,probability,latitude,longitude,bounding_box,area,major_length,minor_length,length
87,20200302_150447_103e_12_24_0,20200302_150447_103e,2020-03-02 15:04:47,0.7348343729972839,-12.056874091297177,-77.15638856056366,[226.0226   91.42038 233.24544 105.05896],886.5834723394362,40.91574096679688,21.66851806640625,46.299271420360334
88,20200302_150447_103e_12_24_1,20200302_150447_103e,2020-03-02 15:04:47,0.693601131439209,-12.060564458686613,-77.15831743571037,[156.87073 227.8178  164.49518 241.9912 ],972.5795641802252,42.52020263671875,22.87335205078125,48.28206567978014
89,20200302_150447_103e_12_24_2,20200302_150447_103e,2020-03-02 15:04:47,0.6880790591239929,-12.060297855653767,-77.15714348235163,[197.85051 218.63927 208.59407 230.8322 ],1178.9595679286867,36.57879638671875,32.230682373046875,48.75269460587038
90,20200302_150447_103e_12_24_3,20200302_150447_103e,2020-03-02 15:04:47,0.6775623559951782,-12.061742007206455,-77.15947393448826,[113.23879 273.4332  124.8453  283.90158],1093.5122660771012,34.81951904296875,31.4051513671875,46.89011024490796
91,20200302_150447_103e_12_24_4,20200302_150447_103e,2020-03-02 15:04:47,0.579858124256134,-12.061902152805743,-77.16190594616897,[ 26.381058 279.41846   35.22343  291.12195 ],931.3797010690904,35.1104736328125,26.527118682861328,44.00492454640767
92,20200302_150447_103e_12_24_5,20200302_150447_103e,2020-03-02 15:04:47,0.5498131513595581,-12.059858571085124,-77.15536951004096,[262.62024 204.45837 272.36664 211.59515],626.0211254842579,29.23919677734375,21.41033935546875,36.23994011447264
93,20200302_150447_103e_12_25_0,20200302_150447_103e,2020-03-02 15:04:47,0.80443274974823,-12.054798614033942,-77.14743933877837,[246.87172     6.4269705 262.95123    31.85159  ],3679.3393729960662,76.27385330200195,48.23854064941406,90.24775621321832
95,20200302_150447_103e_13_24_0,20200302_150447_103e,2020-03-02 15:04:47,0.7556470036506653,-12.06415264051627,-77.15618726141193,[232.56795   61.012085 245.53923   74.26906 ],1547.6395627870224,39.77091979980469,38.91384887695313,55.64183404724221
101,20200302_150448_103e_6_23_0,20200302_150448_103e,2020-03-02 15:04:48,0.5379860401153564,-12.073836545361507,-77.18242880908052,[66.027725 16.709341 78.54805  26.020178],1049.1722993692385,37.56097412109375,27.93251037597656,46.808673478635484
117,20200303_141753_1_0f32_4_5_0,20200303_141753_1_0f32,2020-03-03 14:17:53,0.5463581085205078,-12.039039186602096,-77.17345371917176,[ 40.282753 257.34183   51.545525 267.28116 ],1007.4997403081506,33.788314819335945,29.8179931640625,45.06398711457559
118,20200303_141753_1_0f32_4_6_0,20200303_141753_1_0f32,2020-03-03 14:17:53,0.8340440392494202,-12.038916647839125,-77.16000949529152,[231.7336  243.60771 238.20842 264.27234],1204.1982236928309,61.99388122558594,19.424468994140625,64.96577025723921
119,20200303_141753_1_0f32_4_8_0,20200303_141753_1_0f32,2020-03-03 14:17:53,0.8168590068817139,-12.039251205377276,-77.14407273595694,[201.02777 250.49384 230.26501 272.9956 ],5921.00759403035,87.71173095703125,67.50531005859375,110.6811394664218
121,20200303_141753_1_0f32_5_5_0,20200303_141753_1_0f32,2020-03-03 14:17:53,0.8979406356811523,-12.042045062415696,-77.16899038737094,[199.92354   63.437977 217.73994   82.35808 ],3033.793877944351,56.76030349731445,53.44921875,77.96506293265335
122,20200303_141753_1_0f32_5_5_1,20200303_141753_1_0f32,2020-03-03 14:17:53,0.5895398259162903,-12.0421859508501,-77.16808120335477,[237.70578  70.87382 246.05496  84.79369],1045.976226833649,41.75962829589844,25.04754638671875,48.69544265541108
126,20200303_141753_1_0f32_5_8_1,20200303_141753_1_0f32,2020-03-03 14:17:53,0.9513034224510192,-12.040431957998564,-77.14362424286345,[217.09889     1.3842454 247.43855    10.950733 ],2612.196067950572,91.01898193359376,28.699464797973643,95.43644142526477
130,20200303_141753_1_0f32_5_8_5,20200303_141753_1_0f32,2020-03-03 14:17:53,0.8586315512657166,-12.040615970803266,-77.14221450617575,[273.56635     2.8607283 293.43597    22.249218 ],3467.1786921322346,59.60888671875,58.16546630859375,83.28529790272066
131,20200303_141753_1_0f32_5_8_6,20200303_141753_1_0f32,2020-03-03 14:17:53,0.8261921405792236,-12.044065037717939,-77.14210449973315,[279.78937 127.12715 297.18585 152.34535],3948.3723074197774,75.65460205078125,52.189453125,91.90950891473986
134,20200303_141753_1_0f32_5_9_1,20200303_141753_1_0f32,2020-03-03 14:17:53,0.524980366230011,-12.044996489003664,-77.14114649720139,[ 18.34483  158.77997   30.724644 188.85944 ],3351.403986339457,90.2384033203125,37.139442443847656,97.58231201831231
135,20200303_141753_1_0f32_6_7_0,20200303_141753_1_0f32,2020-03-03 14:17:53,0.6197329163551331,-12.049513771056215,-77.15485104890223,[121.90232   39.600826 130.73015   51.052746],909.8601286505583,34.355758666992195,26.483482360839844,43.37848535324308
137,20200303_141753_1_0f32_6_8_1,20200303_141753_1_0f32,2020-03-03 14:17:53,0.8086364865303041,-12.05155794402925,-77.14539126522028,[146.77756  111.408936 195.8754   124.65282 ],5852.213575710543,147.29351806640625,39.73164367675781,152.55813309566813
143,20200303_141753_1_0f32_7_3_0,20200303_141753_1_0f32,2020-03-03 14:17:53,0.6473410725593567,-12.058609367951279,-77.18766986495115,[128.38858  82.61717 138.70905  99.86406],1601.9630756545812,51.74066162109375,30.961395263671875,60.29679976302098
144,20200303_141753_1_0f32_7_6_0,20200303_141753_1_0f32,2020-03-03 14:17:53,0.5045934319496155,-12.061735369491089,-77.15941257238116,[259.7905  192.8551  266.74484 203.95493],694.7280573472383,33.299468994140625,20.863037109375,39.295304461460674
145,20200303_141753_1_0f32_7_7_0,20200303_141753_1_0f32,2020-03-03 14:17:53,0.9253957867622375,-12.064167045762474,-77.15621969331322,[ 73.768585 278.51166   87.99231  295.85065 ],2219.6250357739627,52.0169677734375,42.67117309570313,67.27996692706006
146,20200303_141753_1_0f32_7_7_1,20200303_141753_1_0f32,2020-03-03 14:17:53,0.7813730835914612,-12.060237123547394,-77.15700833294919,[ 45.750614 133.47562   56.471073 151.4386  ],1733.1427230611444,53.88894653320313,32.161376953125,62.75645565182459
147,20200303_141753_1_0f32_7_7_2,20200303_141753_1_0f32,2020-03-03 14:17:53,0.5816081762313843,-12.057761343762591,-77.15535848534455,[106.858635  44.85321  113.71226   56.487946],717.6607341771014,34.904205322265625,20.560867309570312,40.50991006779246
148,20200303_141753_1_0f32_8_4_0,20200303_141753_1_0f32,2020-03-03 14:17:53,0.7584381699562073,-12.064790520620225,-77.1767908631225,[227.75966    4.04924  234.83391   30.114807],1659.5488653858195,78.19670104980469,21.22274780273437,81.02548413536937
150,20200303_141753_1_0f32_8_6_0,20200303_141753_1_0f32,2020-03-03 14:17:53,0.917885422706604,-12.067868530015915,-77.16150266697325,[182.65907 112.61981 195.69713 139.81293],3190.908091194928,81.579345703125,39.114166259765625,90.47158475204559
151,20200303_141753_1_0f32_8_8_0,20200303_141753_1_0f32,2020-03-03 14:17:53,0.6033768057823181,-12.070136394135833,-77.14600352201295,[150.49669 193.68997 158.43361 217.18771],1678.4972995352,70.49322509765625,23.810760498046875,74.4059614558147
156,20200303_141753_1_0f32_11_3_0,20200303_141753_1_0f32,2020-03-03 14:17:53,0.8169870972633362,-12.095631310332772,-77.18496880837209,[238.82329 247.75385 246.1876  272.2115 ],1621.0248391404748,73.3729248046875,22.09295654296875,76.6269197032207
209,20200303_141754_0f32_11_3_1,20200303_141754_0f32,2020-03-03 14:17:54,0.8757303357124329,-12.03557830450449,-77.19689381325824,[221.47206 248.5265  230.30974 276.3375 ],2212.0608711973764,83.43296813964844,26.51303100585937,87.54428014273263
210,20200303_141754_0f32_11_4_0,20200303_141754_0f32,2020-03-03 14:17:54,0.9859985113143921,-12.032281964363325,-77.1873213772752,[262.4535  122.93908 284.466   153.21164],5997.375892542768,90.81768035888672,66.03753662109375,112.28894562133539
211,20200303_141754_0f32_11_7_0,20200303_141754_0f32,2020-03-03 14:17:54,0.629540741443634,-12.035503871588464,-77.16655847452415,[126.80268 239.38948 135.6326  262.48566],1835.4360542778159,69.28852844238281,26.48975372314453,74.17956070255298
212,20200303_141754_0f32_11_7_1,20200303_141754_0f32,2020-03-03 14:17:54,0.6075530648231506,-12.035040624053225,-77.16979563943514,[  7.495487 225.62325   19.616047 243.93492 ],1997.5298609999008,54.93502807617188,36.36167907714844,65.87889658334699
214,20200303_150748_1011_5_25_0,20200303_150748_1011,2020-03-03 15:07:48,0.8606071472167969,-12.051394556555069,-77.22006417011991,[147.1218  142.24979 155.63403 172.90564],2348.5491477800533,91.96755981445312,25.53671264648437,95.4471358973863
267,20200304_145618_0e3a_9_19_0,20200304_145618_0e3a,2020-03-04 14:56:18,0.9936531782150269,-12.033460117631511,-77.18688091414776,[ 64.13024   73.970604  81.46436  108.83579 ],5439.2168016463975,104.59556579589844,52.00236511230469,116.80958163368946
268,20200304_145618_0e3a_9_21_0,20200304_145618_0e3a,2020-03-04 14:56:18,0.997455894947052,-12.033530139780266,-77.16681253580617,[192.2136   73.0201  214.62546 103.40359],6128.554915979505,91.15045166015624,67.235595703125,113.26530875517251
269,20200304_145618_0e3a_9_21_1,20200304_145618_0e3a,2020-03-04 14:56:18,0.9923802614212036,-12.036274760646329,-77.16621097992068,[218.18658 176.06714 233.92914 202.4754 ],3741.60165258497,79.22479248046875,47.2276611328125,92.23350649112884
270,20200304_145618_0e3a_9_21_2,20200304_145618_0e3a,2020-03-04 14:56:18,0.9552199840545654,-12.036083441356721,-77.16951363634831,[100.30088  175.1851   111.894905 191.13731 ],1664.5527898091825,47.85662841796875,34.78207397460937,59.16121663311812
271,20200304_145618_0e3a_9_21_3,20200304_145618_0e3a,2020-03-04 14:56:18,0.8308646678924559,-12.037905142184222,-77.16741781729338,[174.74884 234.97688 190.6868  264.52606],4238.582112744915,88.64753723144531,47.81387329101562,100.72016846833498
272,20200304_145618_0e3a_10_21_0,20200304_145618_0e3a,2020-03-04 14:56:18,0.9743839502334596,-12.042758603884854,-77.16873358384521,[129.81454  118.063934 142.91113  142.22095 ],2847.3700413079932,72.47103881835938,39.28976440429688,82.43626055539701
273,20200304_145618_0e3a_10_21_1,20200304_145618_0e3a,2020-03-04 14:56:18,0.8384675383567809,-12.04273341095951,-77.16776548095515,[167.49338 119.36066 175.51065 138.51053],1381.7677443567663,57.44961547851562,24.05181884765625,62.281203492785636
274,20200304_145618_0e3a_10_21_2,20200304_145618_0e3a,2020-03-04 14:56:18,0.8133291602134705,-12.041393267195845,-77.16832873494104,[146.66197  70.52608 154.6638   88.80914],1316.6820329446346,54.84919738769531,24.0054931640625,59.87234884422202
275,20200304_145618_0e3a_10_21_3,20200304_145618_0e3a,2020-03-04 14:56:18,0.7360901832580566,-12.041934611988445,-77.16725427991393,[185.7942   90.60802 193.86238 108.04472],1266.1417975388467,52.31011962890625,24.20452880859375,57.638596707731594
276,20200304_145618_0e3a_10_21_4,20200304_145618_0e3a,2020-03-04 14:56:18,0.5972763895988464,-12.044121762383616,-77.16489879128049,[272.55145 171.1588  279.40778 187.48454],1007.411241106689,48.97723388671875,20.5689697265625,53.12110649079701
277,20200304_145618_0e3a_10_21_5,20200304_145618_0e3a,2020-03-04 14:56:18,0.5679764151573181,-12.042777466409152,-77.16515499039427,[262.34296 121.36781 270.23175 138.25716],1199.128939770162,50.66802978515625,23.6663818359375,55.92268655486674
278,20200304_145618_0e3a_10_21_6,20200304_145618_0e3a,2020-03-04 14:56:18,0.5563827157020569,-12.04208285430785,-77.16601662968206,[230.88152  95.3905  238.72615 113.48837],1277.7406524745747,54.29360961914063,23.533905029296875,59.17466291753258
279,20200304_145618_0e3a_10_21_7,20200304_145618_0e3a,2020-03-04 14:56:18,0.5269506573677063,-12.039795657893489,-77.16628243494388,[220.05188   15.039607 228.9245    25.271122],817.0230618701898,30.69454479217529,26.61785888671875,40.6283828340746
280,20200304_145618_0e3a_10_22_0,20200304_145618_0e3a,2020-03-04 14:56:18,0.65345698595047,-12.039602188573447,-77.15977143462305,[157.20496     2.4324656 166.42038    19.881935 ],1447.2383594240528,52.348411560058594,27.646270751953125,59.2002743182122
281,20200304_145618_0e3a_10_22_1,20200304_145618_0e3a,2020-03-04 14:56:18,0.5412867665290833,-12.044254620736844,-77.16130883261759,[103.89457  175.24277  110.803185 191.14673 ],988.8691190849057,47.71188354492188,20.725845336914066,52.01907819573382
283,20200304_145618_0e3a_10_23_1,20200304_145618_0e3a,2020-03-04 14:56:18,0.8325638771057129,-12.040763461322674,-77.1542281241255,[60.941853 38.438343 67.85212  66.37727 ],1737.589194634275,83.81679153442383,20.73080062866211,86.3424613839008
284,20200304_145618_0e3a_10_23_2,20200304_145618_0e3a,2020-03-04 14:56:18,0.6567330956459045,-12.04345650168535,-77.15128773770445,[168.0341  134.92043 175.81502 166.8777 ],2237.911391593516,95.871826171875,23.342742919921875,98.67264413481469
285,20200304_145618_0e3a_10_23_3,20200304_145618_0e3a,2020-03-04 14:56:18,0.6457502841949463,-12.043896100416198,-77.15217121226209,[136.50726 151.30928 143.4487  183.41951],2006.020148511976,96.3306884765625,20.82431030273437,98.55583920779682
286,20200304_145618_0e3a_10_23_4,20200304_145618_0e3a,2020-03-04 14:56:18,0.5934662818908691,-12.044545394593143,-77.1513936143872,[165.25836 178.60089 171.5329  203.58154],1410.6780241951346,74.94195556640625,18.8236083984375,77.26981905799272
295,20200304_145618_0e3a_11_23_1,20200304_145618_0e3a,2020-03-04 14:56:18,0.5805363655090332,-12.049528964928589,-77.15482751646594,[40.411335 69.219215 49.93855  84.54174 ],1313.8287812870697,45.96757507324219,28.581642150878906,54.128811423816195
300,20200304_145618_0e3a_12_22_0,20200304_145618_0e3a,2020-03-04 14:56:18,0.7079111337661743,-12.060976405267393,-77.15673184736595,[274.45676 190.96692 282.26797 210.32394],1360.8175348509105,58.07107543945313,23.43365478515625,62.62097076287251
302,20200304_145619_0e3a_4_20_0,20200304_145619_0e3a,2020-03-04 14:56:19,0.8118041753768921,-12.058579106130875,-77.18771809083617,[165.63864 103.97836 183.9397  132.29845],4664.586902589072,84.96025085449219,54.90316772460938,101.15632482180652
305,20200304_145619_0e3a_5_23_0,20200304_145619_0e3a,2020-03-04 14:56:19,0.5411120057106018,-12.069326746653054,-77.16665306669306,[ 39.399582 185.8364    51.87773  233.11957 ],5310.058433096856,141.84951782226562,37.4344482421875,146.70590861177428
310,20200304_145619_0e3a_7_19_0,20200304_145619_0e3a,2020-03-04 14:56:19,0.761434018611908,-12.082168600337855,-77.2002732051277,[ 21.222513  80.23712   28.76137  109.50978 ],1986.141402316396,87.81797790527344,22.61656951904297,90.68355121068427
357,20200305_150718_1032_11_17_0,20200305_150718_1032,2020-03-05 15:07:18,0.9817615151405334,-12.032332191277394,-77.1869046769669,[264.9856    64.609695 276.22113   99.00528 ],3478.0749988770112,103.18675231933594,33.70660400390625,108.55248043084106
358,20200305_150718_1032_11_20_0,20200305_150718_1032,2020-03-05 15:07:18,0.9887562394142152,-12.032886210502081,-77.16633128275784,[104.436714  88.77464  136.97221  103.87248 ],4420.941713094247,97.60649871826172,45.29351806640625,107.60358437742627
359,20200305_150718_1032_11_20_1,20200305_150718_1032,2020-03-05 15:07:18,0.9333090782165528,-12.035897691506925,-77.16590220463391,[124.316986 202.14073  149.99976  212.40959 ],2373.5948735196143,77.04830932617188,30.80657958984375,82.97883655515328
360,20200305_150718_1032_11_20_2,20200305_150718_1032,2020-03-05 15:07:18,0.6554171442985535,-12.032172080055359,-77.163861524464,[203.0335    65.42199  217.2935    73.132286],989.5401472672819,42.780029296875,23.130889892578125,48.63300292871145
361,20200305_150718_1032_11_21_0,20200305_150718_1032,2020-03-05 15:07:18,0.9779484272003174,-12.033481606388905,-77.15502862274667,[228.12965  99.26882 236.32549 130.84352],2329.0281864793506,94.7240982055664,24.58749389648437,97.86316792832451
362,20200305_150718_1032_12_20_0,20200305_150718_1032,2020-03-05 15:07:18,0.7216869592666626,-12.04027879134338,-77.16543046198144,[152.31914   61.20128  158.79988   78.260895],995.030950629618,51.17884826660156,19.44223022460937,54.747372777171144
363,20200305_150718_1032_12_20_1,20200305_150718_1032,2020-03-05 15:07:18,0.6362220644950867,-12.039777424504758,-77.16620448761493,[122.93164   46.176125 131.69386   56.74492 ],833.455121044186,31.706382751464844,26.28666687011719,41.18596317099922
364,20200305_150718_1032_12_20_2,20200305_150718_1032,2020-03-05 15:07:18,0.5366955995559692,-12.042277835687392,-77.16858553632338,[ 34.73489  138.28493   48.460186 150.44997 ],1502.7188601046805,41.17588806152344,36.4951171875,55.02133528172927
365,20200305_150718_1032_12_21_0,20200305_150718_1032,2020-03-05 15:07:18,0.9363300204277042,-12.039159823176815,-77.15965399010155,[56.70815  23.340164 75.188095 30.275162],1153.4254320545588,55.43983840942383,20.80499267578125,59.21506061047592
367,20200305_150718_1032_12_22_1,20200305_150718_1032,2020-03-05 15:07:18,0.6600263714790344,-12.043487446065907,-77.15128621652515,[ 68.39839 170.76459  75.57907 197.31534],1715.8718407410197,79.65225219726562,21.542037963867188,82.51388173958065
368,20200305_150718_1032_12_22_2,20200305_150718_1032,2020-03-05 15:07:18,0.6592137217521667,-12.044613412783587,-77.15143523413767,[ 63.95963  216.41156   69.849045 234.81204 ],975.3128044103504,55.20144653320313,17.66824722290039,57.9600436446317
369,20200305_150718_1032_12_22_3,20200305_150718_1032,2020-03-05 15:07:18,0.5758638381958008,-12.040986541486438,-77.14717965105025,[212.79257   84.077255 227.91138   97.1848  ],1783.533600378781,45.35641479492188,39.3226318359375,60.02894083318224
372,20200305_150718_1032_13_22_0,20200305_150718_1032,2020-03-05 15:07:18,0.8623408079147339,-12.05073366196692,-77.14569034434798,[256.62933 144.67535 297.83313 156.75186],4478.381630184129,123.61138916015624,36.22952270507813,128.81131101553683
374,20200305_150718_1032_13_22_2,20200305_150718_1032,2020-03-05 15:07:18,0.6811316609382629,-12.047273151321276,-77.14563536748278,[266.96964   14.097485 289.488     32.028816],3634.059498361079,67.55511474609375,53.79399490356445,86.35674505238494
377,20200305_150719_1032_6_19_0,20200305_150719_1032,2020-03-05 15:07:19,0.9099151492118835,-12.058595131571467,-77.18766014994026,[120.75048   28.445007 135.04413   52.9804  ],3156.302357390465,73.6061782836914,42.880943298339844,85.18594238303642
378,20200305_150719_1032_6_23_0,20200305_150719_1032,2020-03-05 15:07:19,0.7709261775016785,-12.060429468376086,-77.15665891697516,[ 53.297188  92.470955  62.405083 106.432335],1144.429035371868,41.88414001464844,27.32368469238281,50.008648551379885
399,20200310_150449_1003_6_15_0,20200310_150449_1003,2020-03-10 15:04:49,0.9556558132171632,-12.032308863593867,-77.18720897139055,[ 0.85030746 39.218296   18.247082   70.851746  ],4952.8798377819485,94.90034866333008,52.19032287597656,108.30469047239042
400,20200310_150449_1003_6_17_0,20200310_150449_1003,2020-03-10 15:04:49,0.9952321648597716,-12.032043680206478,-77.1675385365847,[116.0171    23.544256 135.24075   55.643112],5553.5158703782945,96.29656219482422,57.67096710205078,112.24512611702778
401,20200310_150449_1003_6_17_1,20200310_150449_1003,2020-03-10 15:04:49,0.9384071230888368,-12.038357592899516,-77.17001423036838,[ 33.095333 259.54013   42.07755  286.82797 ],2205.947573600337,81.863525390625,26.94664764404297,86.18444528239252
402,20200310_150449_1003_6_17_2,20200310_150449_1003,2020-03-10 15:04:49,0.8350898623466492,-12.03544843144031,-77.16651680543244,[159.72594 151.09604 167.70271 178.66556],1979.242931032553,82.70855712890625,23.930328369140625,86.10090614041437
403,20200310_150449_1003_6_18_0,20200310_150449_1003,2020-03-10 15:04:49,0.8765469789505005,-12.038435469658134,-77.16005908260803,[ 96.40572 261.41483 103.65653 284.99844],1539.0027372110635,70.7508544921875,21.752426147460934,74.01926407818056
404,20200310_150449_1003_6_18_1,20200310_150449_1003,2020-03-10 15:04:49,0.7961437702178955,-12.031357325160485,-77.16183319736069,[30.203657   2.0583239 36.93059   23.234295 ],1282.0443758718175,63.527915954589844,20.180803298950195,66.65628948062103
405,20200310_150449_1003_6_18_2,20200310_150449_1003,2020-03-10 15:04:49,0.5967592597007751,-12.031398966859458,-77.16178007972051,[31.988548  4.32191  39.02684  24.01215 ],1247.2708494852413,59.070716857910156,21.11487579345703,62.73107339971562
406,20200310_150449_1003_7_17_0,20200310_150449_1003,2020-03-10 15:04:49,0.7876416444778442,-12.041200035412945,-77.17001600463081,[34.70783  68.638145 41.993534 89.41093 ],1362.0993198500944,62.31834411621094,21.85711669921875,66.04021171823838
407,20200310_150449_1003_7_17_1,20200310_150449_1003,2020-03-10 15:04:49,0.6688708066940308,-12.040756230096596,-77.16847110487709,[91.12646  53.144505 97.490715 71.27976 ],1038.7571006901562,54.4057731628418,19.0927734375,57.65866934800267
410,20200310_150449_1003_7_20_1,20200310_150449_1003,2020-03-10 15:04:49,0.6981197595596313,-12.042888729749405,-77.14122124282156,[171.22379 123.39456 203.2056  142.80566],5587.219935525209,95.9454345703125,58.23330688476562,112.23477378077352
411,20200310_150449_1003_8_18_0,20200310_150449_1003,2020-03-10 15:04:49,0.6540774703025818,-12.049492073924847,-77.15483900471952,[287.7382    76.135414 297.7562    86.91076 ],971.527163120918,32.326034545898445,30.05401611328125,44.13860435038685
