target_id,item_id,datetime,probability,latitude,longitude,bounding_box,area,major_length,minor_length,length
20200319_151208__5_17_0,20200319_151208_,2020-03-19 15:12:08,0.5731717944145203,-12.515300132379224,-77.05064351850116,[166.15291 202.03377 178.10939 232.63728],3293.1934350728993,91.810546875,35.86944580078125,98.56872556516979
20200319_151208__6_13_0,20200319_151208_,2020-03-19 15:12:08,0.6092590093612671,-12.525000574448368,-77.08208600774766,[225.94792 274.66437 237.16096 295.3858 ],2091.1531699821358,62.164306640625,33.639129638671875,70.68233204243495
20200319_151208__8_11_0,20200319_151208_,2020-03-19 15:12:08,0.8349023461341858,-12.537001298927619,-77.09696772339089,[288.61603 123.10172 299.      144.7348 ],2021.7356616114264,64.89923858642578,31.15191650390625,71.98856208429339
20200319_151208__8_11_1,20200319_151208_,2020-03-19 15:12:08,0.7621592283248901,-12.539075700824487,-77.10199267193906,[ 92.20263 181.97688 132.4733  241.77959],21674.653508932097,179.40811157226562,120.81200408935548,216.29334439601453
20200319_151208__8_16_0,20200319_151208_,2020-03-19 15:12:08,0.6166911125183105,-12.53798703912217,-77.06332233655783,[ 12.1619625 132.24036    24.285559  189.08539  ],6202.495892543346,170.53509521484375,36.37078857421875,174.37044750027553
20200319_151208__9_17_0,20200319_151208_,2020-03-19 15:12:08,0.6096579432487488,-12.545083809708315,-77.05534765733485,[  3.9076548  99.57827    16.530987  142.72867  ],4902.3162370501295,129.4511947631836,37.86999607086181,134.87678980470577
20200322_141141__5_4_0,20200322_141141_,2020-03-22 14:11:41,0.9783902168273926,-12.371879888903859,-76.9510925194757,[262.43112 195.4258  270.8652  223.9309 ],2163.728894814849,85.51528930664062,25.30224609375,89.17997736368366
20200322_141141__10_3_0,20200322_141141_,2020-03-22 14:11:41,0.8839943408966064,-12.411413732024016,-76.96082407631094,[218.94113 162.09062 228.14032 188.45589],2182.8513109004125,79.09579467773438,27.597564697265625,83.7721332718827
20200322_141142__9_3_0,20200322_141142_,2020-03-22 14:11:42,0.9605164527893066,-12.340263011275725,-76.97829009252416,[  6.5813465 139.23286    19.362421  168.53246  ],3370.3223122379277,87.89877319335938,38.343223571777344,95.89784733127712
20200322_141142__10_3_0,20200322_141142_,2020-03-22 14:11:42,0.9388197660446168,-12.34880434100357,-76.97261594980118,[215.40726 154.77881 226.6636  181.96606],2754.262833952904,81.561767578125,33.76904296875,88.27610205199008
20200323_143605_15__28_24_0,20200323_143605_15_,2020-03-23 14:36:05,0.5085616111755371,-12.517114057504596,-77.12079495933916,[187.5537     9.301413 297.50305   27.303701],17814.06057175761,329.8480682373047,54.00686645507813,334.24016775991817
20200324_150743__9_10_0,20200324_150743_,2020-03-24 15:07:43,0.7152142524719238,-12.326314131174593,-76.96775815617434,[ 50.239037  46.84278   73.92763  102.42623 ],11850.242590145557,166.75035095214844,71.0657730102539,181.262306164877
20200324_150743__10_11_0,20200324_150743_,2020-03-24 15:07:43,0.5001794099807739,-12.339501389828358,-76.95926500701538,[ 66.329605 240.29381   82.8949   279.1583  ],5794.214260056848,116.5934600830078,49.69587707519531,126.74271234434292
20200324_150744__2_12_0,20200324_150744_,2020-03-24 15:07:44,0.524731457233429,-12.339650202842696,-76.95935379447008,[199.95901 158.71916 220.90692 203.75645],8490.932924671099,135.11187744140622,62.84371948242188,149.01192067793403
20200324_150744__4_11_0,20200324_150744_,2020-03-24 15:07:44,0.637468159198761,-12.351068797262313,-76.97218273354494,[16.976006  0.       77.74072  15.540963],8499.080076258811,182.29415130615237,46.62288951873779,188.1617693037212
20200324_150744__5_13_0,20200324_150744_,2020-03-24 15:07:44,0.6722370982170105,-12.365517041444654,-76.95270921947244,[151.47179 225.5224  167.16978 247.36777],3086.3568174764514,65.53610229492189,47.093994140625,80.70207548835215
20200324_150744__6_13_0,20200324_150744_,2020-03-24 15:07:44,0.53542560338974,-12.369103062822518,-76.95483834855798,[77.414955 53.98857  88.77276  86.53403 ],3326.8039942241744,97.63636779785156,34.073410034179695,103.41110959715442
20200324_150744__7_12_0,20200324_150744_,2020-03-24 15:07:44,0.580838680267334,-12.377820028597784,-76.95766769821512,[274.88144  78.24101 288.8563  108.74646],3836.7824280448262,91.51634216308594,41.924560546875,100.66235473085064
20200324_150744__7_13_0,20200324_150744_,2020-03-24 15:07:44,0.9750850796699524,-12.376861261302647,-76.95584475511038,[37.606064 46.139477 59.793327 69.1613  ],4597.121452368825,69.06547164916992,66.56179046630861,95.91929589088457
20200324_150744__7_13_1,20200324_150744_,2020-03-24 15:07:44,0.8620466589927673,-12.376409418797257,-76.95357396907434,[119.00822   23.800177 142.79977   56.968254],7102.08153586008,99.50422668457031,71.37467193603516,122.45584886836153
20200324_150744__7_13_2,20200324_150744_,2020-03-24 15:07:44,0.5437512397766113,-12.378078305662706,-76.9529482852767,[145.30585  94.23503 162.76956 109.29866],2367.602282851003,52.39114379882813,45.19088745117188,69.18849801212606
20200324_150744__9_12_0,20200324_150744_,2020-03-24 15:07:44,0.5127310752868652,-12.396026953534141,-76.96473821410883,[ 22.118473 141.58269   38.826317 196.11794 ],8200.497607379104,163.60574340820312,50.12353134155274,171.11168186391723
20200324_150744__10_11_0,20200324_150744_,2020-03-24 15:07:44,0.5990408658981323,-12.400094701233563,-76.9669487947302,[241.77534     3.7992363 259.10574    37.121605 ],5197.409362486505,99.96710586547852,51.99119567871094,112.67877654297547
20200324_150744__10_13_0,20200324_150744_,2020-03-24 15:07:44,0.5219553709030151,-12.400027786263328,-76.95281370547144,[157.2538      1.4596462 172.4233     26.994781 ],3486.1958758259425,76.60540580749513,45.50848388671875,89.10336864899524
20200324_150744__10_14_0,20200324_150744_,2020-03-24 15:07:44,0.624646782875061,-12.400714246057785,-76.94307193219923,[212.51617   24.24562  225.83026   49.683365],3048.1230274736877,76.313232421875,39.9422607421875,86.13416067897803
20200324_150744__10_15_0,20200324_150744_,2020-03-24 15:07:44,0.6579031944274902,-12.404077783614376,-76.94067431041498,[  3.9481745 153.03627    12.035711  167.7199   ],1068.7891661558824,44.050872802734375,24.26261043548584,50.29069158230805
20200324_150744__11_14_0,20200324_150744_,2020-03-24 15:07:44,0.5768418312072754,-12.40947835210932,-76.94366212941414,[194.88104   47.151634 205.38773   75.52643 ],2683.1247816157997,85.12438201904297,31.520050048828125,90.77264989634595
20200324_150745__3_16_0,20200324_150745_,2020-03-24 15:07:45,0.5446158647537231,-12.412898355168483,-76.94482369872775,[  1.1325035  75.2592     14.764126  100.29164  ],3071.0949319666247,75.09732055664062,40.894866943359375,85.5102198400981
20200324_150745__4_15_0,20200324_150745_,2020-03-24 15:07:45,0.6802288889884949,-12.42454642259788,-76.9512399773124,[ 67.995186 207.8285    87.0245   232.28484 ],4188.48412289517,73.36898803710938,57.08793640136719,92.96257789108499
20200324_150745__5_4_0,20200324_150745_,2020-03-24 15:07:45,0.61009281873703,-12.430951819143214,-77.04191949582149,[ 77.78343  173.3526    84.833115 190.55563 ],1091.483332704753,51.60910034179688,21.1490478515625,55.7743799886412
20200324_150745__6_16_0,20200324_150745_,2020-03-24 15:07:45,0.7704696655273438,-12.441286671402645,-76.94016399971242,[178.94077 224.70549 190.04129 248.29341],2356.544754339382,70.76376342773438,33.30157470703125,78.20808840794116
20200324_150745__7_11_0,20200324_150745_,2020-03-24 15:07:45,0.7366315126419067,-12.44412813599111,-76.98615194403538,[ 7.5830297 38.505447  19.23463   70.70268  ],3376.343983945524,96.59170532226562,34.95480251312256,102.72193415135249
20200324_150745__9_16_0,20200324_150745_,2020-03-24 15:07:45,0.8934370279312134,-12.463670382428436,-76.93852664856556,[242.19777 137.72913 257.52637 191.41882],7406.890085991472,161.069091796875,45.98579406738281,167.50506138107554
20200324_150745__11_17_0,20200324_150745_,2020-03-24 15:07:45,0.8931432962417603,-12.476914055594136,-76.93483927234551,[83.271095 42.50674  92.855156 65.53868 ],1986.6556322472754,69.09582138061522,28.752182006835934,74.83929784823013
20200324_150746__3_8_0,20200324_150746_,2020-03-24 15:07:46,0.6416175365447998,-12.482113723472102,-77.01592129667621,[282.89893 176.31734 295.15967 201.06383],2730.6930582225323,74.23947143554688,36.7822265625,82.85186364786529
20200324_150746__3_8_1,20200324_150746_,2020-03-24 15:07:46,0.6408325433731079,-12.484162077936736,-77.02032990848204,[116.866165 258.2746   142.79848  272.6333  ],3351.189439650625,77.79693603515625,43.07611083984375,88.92645602712781
20200324_150746__3_9_0,20200324_150746_,2020-03-24 15:07:46,0.589290976524353,-12.48434800255126,-77.01497309484743,[  8.187098 246.25717   41.852516 295.40817 ],14892.202057102695,147.4530029296875,100.99626159667969,178.72502043498943
20200324_150746__3_10_0,20200324_150746_,2020-03-24 15:07:46,0.6690943837165833,-12.483621978233273,-77.00565622246022,[ 42.986732 232.92435   83.946465 250.06348 ],6318.127419005614,122.8791961669922,51.41738891601562,133.20302073747035
20200324_150746__3_14_0,20200324_150746_,2020-03-24 15:07:46,0.855240523815155,-12.478811537050223,-76.96647866673048,[278.84433   39.576447 293.06564   67.30333 ],3548.81424546428,83.18064880371094,42.6639404296875,93.48386036313552
20200324_150746__4_7_0,20200324_150746_,2020-03-24 15:07:46,0.61971515417099,-12.486351102147925,-77.0291460564377,[ 93.34093   25.534447 126.54906   73.72708 ],14403.48541750107,144.5779037475586,99.6243896484375,175.5784419137555
20200324_150746__4_10_0,20200324_150746_,2020-03-24 15:07:46,0.7248106598854065,-12.48921919438006,-77.0061164449067,[ 24.237349 123.191574  72.46508  174.91377 ],22449.997918118024,155.16659545898438,144.68318939208984,212.15536203216607
20200324_150746__5_7_0,20200324_150746_,2020-03-24 15:07:46,0.9317626357078552,-12.496413601606825,-77.03187304308764,[  3.6902494 108.34481    24.239223  136.67851  ],5240.056333948451,85.00110626220703,61.64691925048828,105.0025272023261
20200324_150746__5_10_0,20200324_150746_,2020-03-24 15:07:46,0.620233952999115,-12.500407812285848,-77.00649381890311,[ 26.406456 251.53134   49.199577 274.08292 ],4626.187007920817,68.37936401367189,67.65472412109375,96.19199092863995
20200324_150746__5_13_0,20200324_150746_,2020-03-24 15:07:46,0.8975419998168945,-12.495537611134925,-76.97987749443584,[ 95.46591   54.34323  112.5007    97.506424],6617.4833330567935,129.48957824707028,51.1043701171875,139.2092221071529
20200324_150746__5_13_1,20200324_150746_,2020-03-24 15:07:46,0.5431616306304932,-12.50120688158928,-76.9804785217853,[ 67.63217 275.67236  99.90321 294.67743],5519.81950184796,96.81312561035156,57.01519775390625,112.35441275429615
20200324_150746__5_13_2,20200324_150746_,2020-03-24 15:07:46,0.5215771198272705,-12.497458258321648,-76.97490825603917,[278.7409  132.17723 290.4375  158.6515 ],2786.929533066228,79.42282104492188,35.08978271484375,86.8290121659151
20200324_150746__5_14_0,20200324_150746_,2020-03-24 15:07:46,0.541037917137146,-12.501453375919942,-76.9670323218306,[257.48694 283.4211  286.6986  297.84073],3790.989750757814,87.635009765625,43.25885009765625,97.7303588880788
20200324_150746__5_15_0,20200324_150746_,2020-03-24 15:07:46,0.5024665594100952,-12.499418520555803,-76.9595091517447,[236.46019 199.74768 253.85289 227.37595],4324.771230172366,82.88479614257812,52.1781005859375,97.94102109102674
20200324_150746__6_2_0,20200324_150746_,2020-03-24 15:07:46,0.53179931640625,-12.502378213250847,-77.07020811833027,[117.53939  44.06162 125.32148  64.4742 ],1429.6725721334226,61.23773574829102,23.34626770019531,65.53707725483875
20200324_150746__6_9_0,20200324_150746_,2020-03-24 15:07:46,0.7300965189933777,-12.503465009707911,-77.0144018260484,[45.034203 65.02697  57.141632 92.450066],2988.208782160655,82.269287109375,36.3222885131836,89.93077473434622
20200324_150746__6_9_1,20200324_150746_,2020-03-24 15:07:46,0.5361893177032471,-12.50532921348378,-77.00871583029536,[248.55821 136.85832 266.76013 154.99388],2970.9178875731304,54.60575866699219,54.40667724609375,77.08356120833032
20200324_150746__6_9_2,20200324_150746_,2020-03-24 15:07:46,0.5290026664733887,-12.50354345923594,-77.01458539186244,[36.13577  70.481834 52.779995 92.88319 ],3355.678492826409,67.20405578613281,49.93267822265625,83.7236971746529
20200324_150746__7_8_0,20200324_150746_,2020-03-24 15:07:46,0.561113178730011,-12.51538966997581,-77.02223326706309,[ 53.67374  210.36404   85.635605 233.04623 ],6524.685727403266,95.88559341430664,68.04656982421875,117.57713506143958
20200324_150746__7_11_0,20200324_150746_,2020-03-24 15:07:46,0.8907291889190674,-12.516233252504492,-76.99582850201912,[120.99256 235.4644  138.408   255.62376],3159.7581790122204,60.47808837890625,52.24633026123047,79.92044919626241
20200324_150746__7_11_1,20200324_150746_,2020-03-24 15:07:46,0.826302170753479,-12.51700641739884,-76.99168720217071,[265.48465 253.84717 294.47287 292.00702],9955.675496745856,114.47955322265624,86.96466064453125,143.76515679077968
20200324_150746__7_12_0,20200324_150746_,2020-03-24 15:07:46,0.94025057554245,-12.515713466236274,-76.98962148894461,[ 41.34318 187.54768  69.60141 261.80807],18886.203803920944,222.7811737060547,84.77468490600586,238.3656824267283
20200324_150746__7_12_1,20200324_150746_,2020-03-24 15:07:46,0.8268791437149048,-12.513506751523671,-76.98771033266136,[111.92382 111.6608  136.30133 173.8812 ],13651.005398546811,186.66119384765625,73.13253021240234,200.47635337839785
20200324_150746__7_13_0,20200324_150746_,2020-03-24 15:07:46,0.5611860752105713,-12.514842277731411,-76.97654677773701,[218.5757  175.7371  241.43147 202.24852],5453.449875947088,79.53424072265625,68.56732177734375,105.0103474094207
20200324_150746__8_11_0,20200324_150746_,2020-03-24 15:07:46,0.9719261527061462,-12.522046621083893,-76.99730821057373,[ 54.298126 137.01247  101.10681  185.69362 ],20508.30666209757,146.04345703125,140.42605590820312,202.60347607968714
20200324_150746__8_11_1,20200324_150746_,2020-03-24 15:07:46,0.772083044052124,-12.520459023539589,-76.99695270040299,[ 84.11447  85.59277  96.16913 119.8136 ],3712.68278446421,102.6624755859375,36.163970947265625,108.84583909414216
20200324_150746__8_11_2,20200324_150746_,2020-03-24 15:07:46,0.5458899140357971,-12.521709372996936,-76.99257113228165,[227.1278  129.92566 271.38623 165.31161],14095.139357429,132.7752685546875,106.15786743164062,169.99636689471683
20200324_150746__9_4_0,20200324_150746_,2020-03-24 15:07:46,0.7131679654121399,-12.528655592978964,-77.04929455226072,[283.90363 107.29667 293.76703 133.77524],2350.51925125625,79.43570709228516,29.5902099609375,84.76798975311192
20200324_150746__10_17_0,20200324_150746_,2020-03-24 15:07:46,0.5768107771873474,-12.535194079148756,-76.94211972615962,[279.18344   0.      294.81693  66.64218],9376.64522133954,199.92654418945312,46.90045166015625,205.35402464394022
20200324_150746__11_14_0,20200324_150746_,2020-03-24 15:07:46,0.6377695202827454,-12.544511973389245,-76.97169307810091,[103.39994  71.95114 126.70623  99.88435],5859.175832075765,83.79963684082031,69.91886901855469,109.13765335340125
20200324_150747__2_4_0,20200324_150747_,2020-03-24 15:07:47,0.7681902647018433,-12.537908992704017,-77.06969096134459,[  2.2788644 109.90993    10.59812   131.27391  ],1599.5919724559644,64.09194946289061,24.957767486572266,68.77985274677118
20200325_150519__3_2_0,20200325_150519_,2020-03-25 15:05:19,0.6393610835075378,-12.369479200840011,-77.00887653070538,[ 85.52497 266.91788  96.44622 288.39468],2110.9820527397096,64.430419921875,32.763748168945305,72.28237824938533
20200325_150519__6_1_0,20200325_150519_,2020-03-25 15:05:19,0.6824154853820801,-12.388545503958364,-77.01251350982669,[238.66354   61.702187 288.17307  107.968346],20615.53856276348,148.528564453125,138.79847717285156,203.28736243064571
20200325_150519__6_3_0,20200325_150519_,2020-03-25 15:05:19,0.6851439476013184,-12.386684288831383,-77.00295301935141,[ 1.1167383  0.        21.900162  27.170061 ],5082.182193962582,81.5101833343506,62.35027313232422,102.62293382511962
20200325_150519__9_7_0,20200325_150519_,2020-03-25 15:05:19,0.6247709393501282,-12.41140923355184,-76.96366615389852,[194.38898    8.310421 298.64038   27.421581],17931.28758683335,312.75421142578125,57.33348083496094,317.9659176534729
20200325_150520__2_4_0,20200325_150520_,2020-03-25 15:05:20,0.6719924211502075,-12.405702708198133,-77.00033001790528,[220.1417    29.650517 231.58212   52.92824 ],2396.764607951045,69.83317565917969,34.3212890625,77.81145998860019
20200325_150520__5_6_0,20200325_150520_,2020-03-25 15:05:20,0.6094861030578613,-12.431778869640885,-76.98823921347801,[ 58.27493   96.19865   88.42239  109.239235],3538.266106508905,90.4423942565918,39.12176513671875,98.54105330407917
20200325_150520__7_3_0,20200325_150520_,2020-03-25 15:05:20,0.5470598936080933,-12.450718082297294,-77.01487970045822,[  4.720925 198.8195    15.247335 222.1563  ],2210.873987252125,70.0103759765625,31.579233169555664,76.80299936823303
20200325_150520__9_3_0,20200325_150520_,2020-03-25 15:05:20,0.6770555973052979,-12.464288672890813,-77.01008108881531,[179.2581  101.62509 196.14372 121.71718],3053.406104380265,60.27626037597656,50.6568603515625,78.73591979262214
20200325_150520__9_3_1,20200325_150520_,2020-03-25 15:05:20,0.575693666934967,-12.461675921876578,-77.01214744269201,[108.052765    6.0818644 116.10419    25.672054 ],1419.5600660647033,58.77057266235352,24.154266357421875,63.540607443793434
20200325_150520__9_8_0,20200325_150520_,2020-03-25 15:05:20,0.7109299302101135,-12.463677378141528,-76.97374130064783,[ 4.616016 67.292854 14.581633 91.186424],2143.0273352264485,71.68070983886719,29.89684867858887,77.66560193492556
20200325_150520__10_10_0,20200325_150520_,2020-03-25 15:05:20,0.559290885925293,-12.475101426992131,-76.95498497691655,[ 88.48299 183.22214 100.48132 209.83572],2873.8689586138353,79.84075927734375,35.99501037597656,87.5796072950171
20200325_150520__11_8_0,20200325_150520_,2020-03-25 15:05:20,0.561827540397644,-12.478039231740173,-76.9663944179376,[261.81885     1.1400294 297.77496    16.728508 ],5044.510098772589,107.86834716796876,46.76543426513672,117.56949503487824
20200325_150521__3_6_0,20200325_150521_,2020-03-25 15:05:21,0.5715585947036743,-12.48423424628599,-77.00211871374782,[ 34.605347 222.09808   51.072144 248.11285 ],3855.419475317001,78.0443115234375,49.400390625,92.36510788750235
20200325_150521__4_13_0,20200325_150521_,2020-03-25 15:05:21,0.6477254629135132,-12.487494615845444,-76.94181256004133,[129.34047   24.692287 143.07726   55.470104],3805.0945121166296,92.3334503173828,41.210357666015625,101.11260864241181
20200325_150521__4_13_1,20200325_150521_,2020-03-25 15:05:21,0.5364340543746948,-12.489904333859904,-76.93799597942609,[267.71573 115.91284 282.61923 139.96402],3226.021318880841,72.15353393554688,44.71051025390625,84.8832267680298
20200325_150521__5_5_0,20200325_150521_,2020-03-25 15:05:21,0.6329482197761536,-12.501334198359071,-77.0046105045922,[248.8735  259.07898 263.7465  277.8333 ],2510.396428707987,56.26300048828125,44.61895751953125,71.80791456430183
20200325_150521__6_5_0,20200325_150521_,2020-03-25 15:05:21,0.5173659920692444,-12.508601750064768,-77.00655680070717,[181.78181 227.52155 193.8444  248.534  ],2281.181544072926,63.037353515625,36.18777465820313,72.6860576243255
20200325_150521__6_7_0,20200325_150521_,2020-03-25 15:05:21,0.5929551124572754,-12.5091332685549,-76.99477460820232,[  2.5142603 220.08347    31.31192   288.71747  ],17788.488575233383,205.90200805664062,86.39298248291016,223.2921502069639
20200325_150521__6_10_0,20200325_150521_,2020-03-25 15:05:21,0.5507878661155701,-12.506422109476544,-76.96738098071154,[106.4308  132.29839 117.2115  161.6504 ],2847.918104292825,88.05606079101562,32.34210205078125,93.8076830920271
20200325_150521__7_3_0,20200325_150521_,2020-03-25 15:05:21,0.7098563909530641,-12.515845364715874,-77.02166732654845,[230.75914 198.54274 249.8228  222.16731],4053.337333034724,70.87371826171875,57.19097900390625,91.07080772490563
20200325_150521__7_3_1,20200325_150521_,2020-03-25 15:05:21,0.6431372165679932,-12.512968052354507,-77.02276817337959,[188.55362  92.33629 210.62238 116.74396],4847.822061330547,73.22300720214844,66.20626831054689,98.71615241354378
20200325_150521__7_6_0,20200325_150521_,2020-03-25 15:05:21,0.5715158581733704,-12.510929419114774,-77.00014313031363,[107.74689     8.0431185 136.00404    38.18537  ],7665.609430558921,90.42676162719728,84.77146911621094,123.94838116935075
20200325_150521__8_5_0,20200325_150521_,2020-03-25 15:05:21,0.6157345771789551,-12.523460121388311,-77.01166701940055,[  2.0234375 180.32104    11.585114  198.54544  ],1568.3019114481283,54.67318725585938,28.685028076171875,61.74130092932148
20200325_150521__8_5_1,20200325_150521_,2020-03-25 15:05:21,0.5961393117904663,-12.518541442844047,-77.01148536515035,[ 4.3821187  1.2151918 19.628399  14.734817 ],1855.1159359671365,45.73884201049805,40.55887413024902,61.13152982851553
20200325_150521__8_5_2,20200325_150521_,2020-03-25 15:05:21,0.5901049971580505,-12.525129835129187,-77.0076003812537,[146.87706 238.37076 162.37837 261.4161 ],3215.0983749423176,69.13604736328125,46.50393676757813,83.32112085120299
20200325_150521__8_6_0,20200325_150521_,2020-03-25 15:05:21,0.8487945199012756,-12.524369810363085,-77.00073261778577,[ 95.38919  194.0627   113.145966 245.88573 ],8281.88867679052,155.46908569335938,53.27032470703125,164.34221642877299
20200325_150521__8_6_1,20200325_150521_,2020-03-25 15:05:21,0.78498375415802,-12.525208786017012,-76.99922614515805,[151.94954 241.40796 166.2277  259.59863],2337.5654274746776,54.572021484375,42.83450317382813,69.37506894439659
20200325_150521__8_7_0,20200325_150521_,2020-03-25 15:05:21,0.5015199184417725,-12.525903223720455,-76.99522284653338,[  1.4321239 267.43814     9.248588  282.5977   ],1066.4463306949474,45.4786376953125,23.449390411376953,51.16815804078428
20200325_150521__9_3_0,20200325_150521_,2020-03-25 15:05:21,0.6602584719657898,-12.533200496000614,-77.02482566848158,[123.822525 239.06516  137.67989  267.57272 ],3555.3569528013472,85.522705078125,41.57208251953125,95.09138304226447
20200325_150521__9_3_1,20200325_150521_,2020-03-25 15:05:21,0.6401044130325317,-12.531259844304614,-77.02157098221156,[239.27766 168.6351  256.98947 193.04556],3891.1804891275237,73.23138427734375,53.13542175292969,90.47766955463487
20200325_150521__9_5_0,20200325_150521_,2020-03-25 15:05:21,0.559365451335907,-12.526729432772877,-77.0056003913989,[221.2707     0.       233.81963   18.676266],2109.3026252134005,56.0287971496582,37.64675903320313,67.50188571989385
20200325_150521__9_6_0,20200325_150521_,2020-03-25 15:05:21,0.8005613684654236,-12.528123088048828,-77.0017378987289,[60.66716  43.452873 77.11421  75.898994],4802.787386084441,97.33836364746094,49.34115600585938,109.12977006096868
20200325_150521__9_6_1,20200325_150521_,2020-03-25 15:05:21,0.5784973502159119,-12.526839635676215,-77.0004740911159,[110.50852     3.6035566 118.14207    20.383472 ],1152.812104543671,50.339744567871094,22.900634765625,55.303968716784325
20200325_150521__10_7_0,20200325_150521_,2020-03-25 15:05:21,0.5554105043411255,-12.536779427645852,-76.98987710337957,[198.20943  62.85247 205.9196   90.51197],1919.3361677876676,82.97850036621094,23.130523681640625,86.14204924897136
20200325_150521__11_8_0,20200325_150521_,2020-03-25 15:05:21,0.6393481492996216,-12.543084576578364,-76.97953704696154,[261.88266     0.5905328 297.035      14.216246 ],4310.781835153699,105.45703125,40.877140045166016,113.10228122516182
20200325_150521__11_11_0,20200325_150521_,2020-03-25 15:05:21,0.5268442630767822,-12.543933988957319,-76.96224189928536,[ 2.2979202  7.4909115 16.349297  60.60321  ],6716.707869533566,159.3368911743164,42.15412902832031,164.81873523126012
20200325_150522__1_10_0,20200325_150522_,2020-03-25 15:05:22,0.5852122306823729,-12.534136730618725,-76.98210510447895,[  0.838768 254.88293   91.029076 283.31213 ],23076.344005644318,270.5709228515625,85.28759765625,283.6945515985821
20200325_150522__2_8_0,20200325_150522_,2020-03-25 15:05:22,0.6663995385169983,-12.53538384140375,-76.99269255157745,[231.62277     2.7195396 289.70493    35.24312  ],17001.355331829283,174.2464599609375,97.57073593139648,199.70447496015933
20200325_150522__2_8_1,20200325_150522_,2020-03-25 15:05:22,0.5497757196426392,-12.535135055782751,-76.99918010407579,[ 6.203333   0.2236166 44.85543   22.944023 ],7903.722416309641,115.956298828125,68.16121673583984,134.50581662079733
20200325_150522__2_12_0,20200325_150522_,2020-03-25 15:05:22,0.6653633117675781,-12.538774423474527,-76.96293934027659,[137.49284 123.38959 149.78355 148.50562],2778.2444314621393,75.34808349609375,36.87213134765625,83.88615950592285
20200327_141241__8_12_0,20200327_141241_,2020-03-27 14:12:41,0.6077617406845093,-12.526293127162447,-77.04038058464131,[  8.337254 239.36113   35.98485  250.44197 ],2757.227779854555,82.94279479980469,33.24252319335937,89.35643545634272
20200327_141241__9_8_0,20200327_141241_,2020-03-27 14:12:41,0.6902408003807068,-12.530506667348671,-77.06624966624469,[276.4969    95.17019  287.49084  122.024055],2657.0724154589693,80.56159973144531,32.98187255859375,87.0515667220351
20200327_141242__1_20_0,20200327_141242_,2020-03-27 14:12:42,0.5831544399261475,-12.408378977162592,-76.97981985655095,[239.94916 234.55615 252.27573 250.32657],1749.5560613879934,47.31124877929688,36.97970581054688,60.04875438251084
20200327_141242__2_25_0,20200327_141242_,2020-03-27 14:12:42,0.5116119980812073,-12.411155966757176,-76.93925435433266,[213.51837   28.505367 231.21176   41.58482 ],2082.778676308226,53.08016967773438,39.23835754394531,66.00873514743002
20200327_141242__3_24_0,20200327_141242_,2020-03-27 14:12:42,0.5737095475196838,-12.425566262797162,-76.94915113323485,[155.72392 266.14258 177.27846 274.08472],1540.7019475176928,64.66360473632811,23.826416015625,68.9135681680009
20200327_141242__4_14_0,20200327_141242_,2020-03-27 14:12:42,0.5320039391517639,-12.42943847128618,-77.03169858175788,[154.25522 130.17915 176.49701 142.42671],2451.668721333146,66.72537231445311,36.74267578125,76.1728267433239
20200327_141242__4_15_0,20200327_141242_,2020-03-27 14:12:42,0.7030156850814819,-12.426236553925776,-77.02775194148863,[ 2.4391599  6.5772114 14.634462  27.662504 ],2314.2738056587186,63.25587844848633,36.58590888977051,73.07417387545524
20200327_141242__4_16_0,20200327_141242_,2020-03-27 14:12:42,0.5779982805252075,-12.429361663492873,-77.01894209996416,[ 18.165932 116.60238   41.352417 143.2987  ],5570.945983381884,80.08898162841797,69.55945587158203,106.07904071694671
20200327_141242__4_23_0,20200327_141242_,2020-03-27 14:12:42,0.7973439693450928,-12.432613531483184,-76.96027611829635,[ 57.24192 230.16626  71.07914 237.7933 ],949.8338041137904,41.51165771484375,22.881134033203125,47.40004241432441
20200327_141242__5_4_0,20200327_141242_,2020-03-27 14:12:42,0.9331232309341432,-12.439237416409245,-77.1115112038482,[261.3711  206.51367 268.7755  235.97906],1963.5670318678021,88.39617919921875,22.2132568359375,91.14446377196872
20200327_141242__6_22_0,20200327_141242_,2020-03-27 14:12:42,0.5294009447097778,-12.450028506687422,-76.96400589826341,[225.14087 270.2551  240.2844  288.23825],2450.954985715449,53.949462890625,45.43057250976562,70.53000400362951
20200327_141242__7_25_0,20200327_141242_,2020-03-27 14:12:42,0.6004562377929688,-12.457857887539324,-76.94188491306893,[129.63704 255.99858 149.52925 270.2004 ],2542.5519498121,59.6766357421875,42.60548400878906,73.32481245205412
20200327_141242__8_24_0,20200327_141242_,2020-03-27 14:12:42,0.5093726515769958,-12.463883322087405,-76.95349273794305,[ 12.357125 180.68492   26.673203 198.1245  ],2246.9967485609227,52.3187255859375,42.94823169708253,67.68899210981735
20200327_141242__10_15_0,20200327_141242_,2020-03-27 14:12:42,0.5534942746162415,-12.48014133445094,-77.02799927996388,[  7.4709864 205.76697    22.03307   216.80414  ],1446.517748650338,43.68624973297119,33.11151123046875,54.81660872123506
20200327_141242__12_5_0,20200327_141242_,2020-03-27 14:12:42,0.5772572755813599,-12.493485264971175,-77.10384570235428,[248.85823 122.62228 270.7546  131.14333],1679.2210537054345,65.68913269042969,25.56314849853516,70.4878479936722
